NUKE	bull durham	m
NUKE'S FATHER	bull durham	?
SANDY	bull durham	?
SKIP	bull durham	?
TONY	bull durham	?
UMPIRE	bull durham	?
ACE	casino	m
AL	casino	?
AMY	casino	?
AUSTIN	casino	?
BANKER	casino	?
BORELLI	casino	?
CHARLIE CLARK	casino	?
COP #1	casino	?
COP #2	casino	?
COWBOY	casino	?
DETECTIVE JOHNSON	casino	?
DOMINICK	casino	?
EDDY	casino	?
FBI AGENT #10	casino	?
FBI AGENT #2	casino	?
FEMALE NEWSCASTER	casino	?
FRANKIE AVALON	casino	?
GAGGI	casino	m
GINGER	casino	f
GREEN	casino	?
HIGH ROLLER	casino	?
HOTEL RECEPTIONIST	casino	?
JENNIFER	casino	?
JERRY	casino	?
JOE	casino	?
LESTER	casino	m
LITTLE NICKY	casino	?
MARINO	casino	m
NICKY	casino	m
OSCAR	casino	?
PISCANO	casino	m
PISCANO'S MOTHER	casino	f
PISCANO'S WIFE	casino	?
SECURITY GUARD #1	casino	?
SENATOR	casino	?
SHERBERT	casino	m
SIGNALER	casino	?
STAGE MANAGER	casino	?
STONE	casino	m
TONY	casino	?
TONY DOGS	casino	?
WARD	casino	m
WEBB	casino	?
WINNER	casino	?
ADONIS	catwoman	?
BROCK	catwoman	m
CACTUS	catwoman	?
CAPTAIN GOD	catwoman	?
CATWOMAN	catwoman	?
FEMALE EXEC CAT	catwoman	?
FRANK	catwoman	?
HOUSECAT	catwoman	?
LANE	catwoman	m
LIBRARY CLERK	catwoman	?
MOM	catwoman	f
SELINA	catwoman	f
SPOOKY	catwoman	?
2ND DRIVER	cellular	?
CAITLIN	cellular	?
COP'S VOICE	cellular	?
GRILLO	cellular	?
KLINGER	cellular	?
LENORE	cellular	f
LENORE'S VOICE	cellular	?
MALE VOICE	cellular	m
NELSON	cellular	m
OFFICER GRILLO	cellular	?
THEO	cellular	m
TRUCKER	cellular	?
VOICE	cellular	?
COL	the crying game	m
DAVE	the crying game	?
DEVEROUX	the crying game	?
DIL	the crying game	m
FERGUS	the crying game	m
FRANKNUM	the crying game	?
JODY	the crying game	m
JUDE	the crying game	f
MAGUIRE	the crying game	m
TOMMY	the crying game	?
ADAM	charade	m
BARTHOLOMEW	charade	m
BARTHOLOMEW'S VOICE	charade	?
CRUIKSHANK	charade	?
DYLE	charade	m
F�LIX	charade	?
GIDEON	charade	?
GRANDPIERRE	charade	m
JEAN-LOUIS	charade	?
PETER	charade	m
REGGIE	charade	m
REGGIE'S VOICE	charade	?
SCOBIE	charade	m
SYLVIE	charade	f
TEX	charade	?
ANNETTE	cherry falls	?
BEN	cherry falls	?
BRENT	cherry falls	m
CARETAKER	cherry falls	?
CINDY	cherry falls	?
DAD	cherry falls	?
DEPUTY	cherry falls	?
JIMMY	cherry falls	?
JODY	cherry falls	f
KENNY	cherry falls	m
KILLER	cherry falls	?
LEONARD	cherry falls	?
MARGE	cherry falls	f
MARK	cherry falls	?
MISS DUNLOP	cherry falls	?
NERD 1	cherry falls	?
NERD 2	cherry falls	?
POLICEMAN	cherry falls	?
ROD	cherry falls	?
SANDY	cherry falls	f
SHARON	cherry falls	?
STACY	cherry falls	?
TOM	cherry falls	?
ARLO	chill factor	m
BIG RANGER	chill factor	?
BRYNNER	chill factor	m
CARL	chill factor	?
DARLENE	chill factor	?
DENNIS	chill factor	?
GOMEZ	chill factor	?
HEMMINGS	chill factor	?
ICE CREAM ANDY	chill factor	?
LEWIS	chill factor	?
LONG	chill factor	m
MASON	chill factor	m
MASON & ARLO	chill factor	?
PAPPAS	chill factor	m
PUMPER	chill factor	?
SCENE	chill factor	?
SWEENEY	chill factor	?
VAUGHN	chill factor	?
VITELLI	chill factor	?
BARNEY	chinatown	?
CLERK	chinatown	?
CROSS	chinatown	m
CROSS' VOICE	chinatown	?
CURLY	chinatown	m
DUFFY	chinatown	?
EMMA	chinatown	?
ESCOBAR	chinatown	m
EVELYN	chinatown	f
GITTES	chinatown	m
IDA'S VOICE	chinatown	?
MORTY	chinatown	?
MRS. MULWRAY	chinatown	?
OTHER CUSTOMER	chinatown	?
PALMER	chinatown	?
PILOT	chinatown	?
RAINMAKER	chinatown	?
SECRETARY	chinatown	?
SOPHIE	chinatown	?
SOPHIE'S VOICE	chinatown	?
THE BOY	chinatown	?
VOICE ON PHONE	chinatown	?
WALSH	chinatown	?
WALSH'S VOICE	chinatown	?
YELBURTON	chinatown	m
YOUNG WOMAN	chinatown	?
ALFREDO	nuovo cinema paradiso	m
ELENA	nuovo cinema paradiso	f
MARIA	nuovo cinema paradiso	?
PRIEST	nuovo cinema paradiso	?
SALVATORE	nuovo cinema paradiso	m
SPACCAFICO	nuovo cinema paradiso	?
BERNSTEIN	citizen kane	m
CARTER	citizen kane	m
CITY EDITOR	citizen kane	?
DR. COREY	citizen kane	?
EMILY	citizen kane	f
KANE	citizen kane	f
KANE SR.	citizen kane	?
LELAND	citizen kane	m
MATISTI	citizen kane	?
MRS. KANE	citizen kane	?
PHOTOGRAPHER	citizen kane	?
RAWLSTON	citizen kane	?
RAYMOND	citizen kane	?
REILLY	citizen kane	?
ROGERS	citizen kane	?
SUSAN	citizen kane	f
THATCHER	citizen kane	?
THE CAPTAIN	citizen kane	?
THE PRESIDENT	citizen kane	?
THIRD NEWSPAPERMAN	citizen kane	?
THOMPSON	citizen kane	m
ACTIVIST	clerks.	?
CAITLIN	clerks.	f
CORONER	clerks.	?
CUSTOMER	clerks.	m
DANTE	clerks.	m
GIRL 1	clerks.	?
GIRL 2	clerks.	?
HEATHER	clerks.	?
IMPATIENT CUSTOMER	clerks.	?
INDECISIVE CUSTOMER	clerks.	?
JAY	clerks.	m
JOHN	clerks.	?
MAN	clerks.	?
OLD MAN	clerks.	m
RANDAL	clerks.	m
SANFORD	clerks.	?
SUITED MAN	clerks.	?
TRAINER	clerks.	m
V.A. CUSTOMER	clerks.	?
VERONICA	clerks.	f
WILLAM	clerks.	?
BRETT	cliffhanger	?
DELMAR	cliffhanger	?
EVAN	cliffhanger	?
FRANK	cliffhanger	?
GABE	cliffhanger	m
HAL	cliffhanger	m
JESSIE	cliffhanger	f
KYNETTE	cliffhanger	?
MATHESON	cliffhanger	?
QUALEN	cliffhanger	m
SARAH	cliffhanger	?
TRAVERS	cliffhanger	m
WRIGHT	cliffhanger	?
ALEX	a clockwork orange	m
CATLADY	a clockwork orange	?
CHECK-IN	a clockwork orange	?
CHIEF GUARD	a clockwork orange	m
DELTOID	a clockwork orange	?
DIM	a clockwork orange	m
DOLIN	a clockwork orange	?
DR. BRANOM	a clockwork orange	f
DR. BRODSKY	a clockwork orange	?
DR. TAYLOR	a clockwork orange	?
EM	a clockwork orange	?
GEORGIE	a clockwork orange	?
GOVERNOR	a clockwork orange	?
LARDFACE	a clockwork orange	?
MINISTER	a clockwork orange	m
MR. ALEXANDER	a clockwork orange	m
PEE	a clockwork orange	?
PRIEST	a clockwork orange	m
RUBINSTEIN	a clockwork orange	?
TRAMP	a clockwork orange	?
ANNIE	collateral	f
COP #1	collateral	?
DANIEL	collateral	m
DMITRI	collateral	?
HELLER	collateral	?
IDA	collateral	?
KID #1	collateral	?
LENNY	collateral	?
MAN	collateral	?
MAX	collateral	m
MULDOON	collateral	?
PEDROSA	collateral	?
VINCENT	collateral	m
WOMAN	collateral	?
COP	conspiracy theory	?
CYNIC	conspiracy theory	?
FLIP	conspiracy theory	?
JERRY	conspiracy theory	m
JONAS	conspiracy theory	m
LAWYER	conspiracy theory	?
LIZA	conspiracy theory	f
LOWRY	conspiracy theory	m
OPERATOR	conspiracy theory	?
WILSON	conspiracy theory	?
A.T.L.	contact	?
CHAIRMAN	contact	?
DRUMLIN	contact	m
ELLIE	contact	f
HADDEN	contact	m
JEAN-CLAUDE	contact	?
JOSS	contact	m
KENT	contact	?
KITZ	contact	?
LUNACHARSKY	contact	?
PETER	contact	m
PRESIDENT LASKER	contact	?
PROJECT OFFICIAL	contact	?
TED	contact	m
WILLIE	contact	?
ALIBI	cool hand luke	?
ARLETTA	cool hand luke	f
BLIND DICK	cool hand luke	?
BOSS PAUL	cool hand luke	?
CAPTAIN	cool hand luke	?
DOGBOY	cool hand luke	?
DRAGLINE	cool hand luke	m
GAMBLER	cool hand luke	?
KOKO	cool hand luke	m
LUKE	cool hand luke	m
SOCIETY RED	cool hand luke	?
TATTOO	cool hand luke	?
ANDY	copycat	m
ATTORNEY	copycat	?
CONRAD	copycat	?
DARYLL	copycat	?
HELEN	copycat	f
M.J.	copycat	f
MIKE	copycat	?
NIKKO	copycat	?
PETER	copycat	m
QUINN	copycat	m
RUBEN	copycat	?
SAKS	copycat	?
SUSAN	copycat	?
WOMAN	copycat	?
CATHERINE	crash	f
HELEN	crash	f
JAMES	crash	m
RENATA	crash	?
VAUGHAN	crash	?
DR. EMLEE	crazy love	m
LETTY	crazy love	f
MICHAEL	crazy love	m
MRS. HALLSTROM	crazy love	?
MRS. MAYER	crazy love	f
NURSE GATES	crazy love	?
PAUL	crazy love	m
PRINCIPAL GAIL	crazy love	?
RUTH	crazy love	f
AGENT HADLEY	crime spree	?
BASTALDI	crime spree	?
BOBBY BEANS	crime spree	?
BONANNO	crime spree	?
DANIEL	crime spree	m
HECTOR	crime spree	?
JOEY "TWO TONS"	crime spree	?
JULIEN	crime spree	?
LAMAR	crime spree	m
MARCEL	crime spree	m
NICKY "THE RAKE"	crime spree	?
RAPHAEL	crime spree	?
RAYMOND	crime spree	?
SAMI	crime spree	m
SOPHIE	crime spree	f
UNIFORMED COP	crime spree	?
VINNY	crime spree	?
WAYNE	crime spree	?
ZAMMITO	crime spree	?
ZERO	crime spree	?
AUNT WU	crouching tiger, hidden dragon	?
BO	crouching tiger, hidden dragon	?
FIGURE	crouching tiger, hidden dragon	?
FIGURE IN BLACK	crouching tiger, hidden dragon	?
FOX	crouching tiger, hidden dragon	?
GANGSTER A	crouching tiger, hidden dragon	?
GOVERNESS	crouching tiger, hidden dragon	?
JEN	crouching tiger, hidden dragon	f
LI	crouching tiger, hidden dragon	m
LO	crouching tiger, hidden dragon	?
MADAM YU	crouching tiger, hidden dragon	?
MAY	crouching tiger, hidden dragon	?
SIR TE	crouching tiger, hidden dragon	?
TSAI	crouching tiger, hidden dragon	?
YU	crouching tiger, hidden dragon	f
ALBRECHT	the crow	m
ANNABELLA	the crow	?
DARLA	the crow	?
ELLY	the crow	?
ERIC	the crow	m
FUNBOY	the crow	?
GIDEON	the crow	?
GRANGE	the crow	?
LAO	the crow	?
MICKEY	the crow	?
SKULL COWBOY	the crow	?
T-BIRD	the crow	?
TIN-TIN	the crow	?
TOP DOLLAR	the crow	?
TORRES	the crow	?
ANNETTE	cruel intentions	f
AUNT HELEN	cruel intentions	?
BLAINE	cruel intentions	m
CECILE	cruel intentions	f
DR. GREENBAUM	cruel intentions	f
GREG	cruel intentions	m
KATHRYN	cruel intentions	f
MRS. CALDWELL	cruel intentions	?
MRS. O'SHEA	cruel intentions	?
MRS. SUGERMAN	cruel intentions	?
NIGHT DOORMAN	cruel intentions	?
RACHEL	cruel intentions	?
RONALD	cruel intentions	?
SEBASTIAN	cruel intentions	m
ALICE	the curse of the cat people	f
AMY	the curse of the cat people	f
BARBARA	the curse of the cat people	f
EDWARD	the curse of the cat people	m
IRENA	the curse of the cat people	f
LOIS	the curse of the cat people	?
MISS CALLAHAN	the curse of the cat people	?
MRS. FARREN	the curse of the cat people	f
OLIVER	the curse of the cat people	m
CARLTON	the curse	?
DOCTOR	the curse	?
FRIDA	the curse	f
GEORGE	the curse	?
GREGORY	the curse	m
JENNIFER	the curse	f
LLOYD	the curse	m
MARK	the curse	m
MOTHER	the curse	?
MR. GRANT	the curse	?
PETER	the curse	m
SHRINK	the curse	?
BARBER	dark city	?
BUMSTEAD	dark city	?
COP	dark city	?
KARL	dark city	?
MISS CRENSHAW	dark city	?
MISTER BLACK	dark city	?
PRIEST	dark city	?
SCHREBER	dark city	m
STROMBOLI	dark city	?
THOMPSON	dark city	?
WHITE	dark city	?
WIFE	dark city	?
BOB	dave	m
DAVE	dave	m
DUANE	dave	m
ELLEN	dave	f
MITCHELL	dave	?
MURRAY	dave	m
NANCE	dave	?
REED	dave	m
SECRETARY OF COMMERCE	dave	?
CHICO	day of the dead	?
DIESEL	day of the dead	?
GASPARILLA	day of the dead	?
JOHN	day of the dead	m
JULIE	day of the dead	?
LOGAN	day of the dead	?
MARIA	day of the dead	?
MARY	day of the dead	?
MIGUEL	day of the dead	?
RHODES	day of the dead	?
SARAH	day of the dead	f
TOBY	day of the dead	m
TONY	day of the dead	?
TRICKS	day of the dead	?
BUBBA	dead poets society	?
CAMERON	dead poets society	?
CHARLIE	dead poets society	m
CHET	dead poets society	?
CHRIS	dead poets society	f
GLORIA	dead poets society	?
HAGER	dead poets society	?
KEATING	dead poets society	m
KNOX	dead poets society	m
MEEKS	dead poets society	?
MR. PERRY	dead poets society	?
NEIL	dead poets society	m
NOLAN	dead poets society	?
PITTS	dead poets society	?
TODD	dead poets society	m
CAPTAIN	deep rising	?
FINNEGAN	deep rising	m
HANOVER	deep rising	m
MAMOOLI	deep rising	?
MULLIGAN	deep rising	?
PANTUCCI	deep rising	m
TRILLIAN	deep rising	f
VIVO	deep rising	?
ALBERT	the deer hunter	m
ANGELA	the deer hunter	?
ARMAND	the deer hunter	?
BAR GIRL	the deer hunter	?
CHECKER	the deer hunter	?
COLONEL	the deer hunter	?
JOHN	the deer hunter	m
LIEUTENANT	the deer hunter	?
LINDA	the deer hunter	f
MAN	the deer hunter	?
MERLE	the deer hunter	?
NICK	the deer hunter	m
SAL	the deer hunter	?
VET 1	the deer hunter	?
VET 2	the deer hunter	?
VINCE	the deer hunter	m
BENNETT	demolition man	?
CASSY	demolition man	?
DUBBS	demolition man	?
GALLAGHER	demolition man	?
KIMBERLY	demolition man	?
PEEBLES	demolition man	?
SANCHEZ	demolition man	?
SHEPPARD	demolition man	?
WADE	demolition man	?
WARDEN	demolition man	?
WHORE	demolition man	?
WILLY	demolition man	?
BELLE	the devil and daniel webster	?
DANIEL	the devil and daniel webster	m
HANK	the devil and daniel webster	?
JABEZ	the devil and daniel webster	m
MA STONE	the devil and daniel webster	m
MARTIN	the devil and daniel webster	?
MARY	the devil and daniel webster	f
OLD FARMHAND'S VOICE	the devil and daniel webster	?
SCRATCH	the devil and daniel webster	m
SHERIFF	the devil and daniel webster	?
SQUIRE	the devil and daniel webster	?
STEVENS	the devil and daniel webster	?
THE WOMAN	the devil and daniel webster	?
TOM SHARP	the devil and daniel webster	?
WEBSTER	the devil and daniel webster	m
ARGYLE	die hard	m
BIG JOHNSON	die hard	?
ELLIS	die hard	?
HANS	die hard	m
HOLLY	die hard	?
KARL	die hard	?
MCCLANE	die hard	m
POWELL	die hard	m
ROBINSON	die hard	m
TAKAGI	die hard	?
THEO	die hard	?
COMMISSIONER	dog day afternoon	?
DRIVER	dog day afternoon	?
HEIDI	dog day afternoon	?
JACKIE	dog day afternoon	?
JENNY	dog day afternoon	?
JESUS FREAK	dog day afternoon	?
LEON	dog day afternoon	m
MAN	dog day afternoon	?
MORETTI	dog day afternoon	m
MULVANEY	dog day afternoon	m
NEWSMAN	dog day afternoon	?
PAULINE	dog day afternoon	?
SAL	dog day afternoon	m
SAM	dog day afternoon	?
SHELDON	dog day afternoon	m
SONNY	dog day afternoon	m
SYLVIA	dog day afternoon	?
TV NEWSMAN	dog day afternoon	m
VI	dog day afternoon	f
BISHOP	domino	?
CHOCO	domino	m
CIGLIUTI	domino	?
CLAREMONT	domino	?
DOMINO	domino	f
ED	domino	m
EDNA	domino	?
GREEN	domino	?
KEG PRESIDENT	domino	?
KIMMIE	domino	?
LASHANDRA	domino	?
LASHINDRA	domino	?
LATEESHA	domino	?
SOPHIE	domino	?
TARYN	domino	?
WEISS	domino	?
ZIERING	domino	?
BUGGIN' OUT	do the right thing	?
CLIFTON	do the right thing	?
COCONUT SID	do the right thing	?
DA MAYOR	do the right thing	?
EDDIE	do the right thing	?
JADE	do the right thing	f
KOREAN CLERK	do the right thing	?
MISTER SE�OR LOVE DADDY	do the right thing	?
ML	do the right thing	m
MOOKIE	do the right thing	m
MOTHER SISTER	do the right thing	?
PINO	do the right thing	m
RADIO RAHEEM	do the right thing	?
SAL	do the right thing	m
SWEET DICK WILLIE	do the right thing	m
TINA	do the right thing	f
VITO	do the right thing	m
CALE	dumb and dumberer: when harry met lloyd	?
CHING CHONG	dumb and dumberer: when harry met lloyd	?
HARRY	dumb and dumberer: when harry met lloyd	m
JESSICA	dumb and dumberer: when harry met lloyd	f
JESSICA'S DAD	dumb and dumberer: when harry met lloyd	?
LEWIS	dumb and dumberer: when harry met lloyd	?
LLOYD	dumb and dumberer: when harry met lloyd	m
MARGIE	dumb and dumberer: when harry met lloyd	?
MOFFIT	dumb and dumberer: when harry met lloyd	?
MRS. DUNNE	dumb and dumberer: when harry met lloyd	?
MS. HELLER	dumb and dumberer: when harry met lloyd	f
PRINCIPAL COLLINS	dumb and dumberer: when harry met lloyd	m
RAY	dumb and dumberer: when harry met lloyd	?
TEN YEAR-OLD KID	dumb and dumberer: when harry met lloyd	?
TOBY	dumb and dumberer: when harry met lloyd	?
TURK	dumb and dumberer: when harry met lloyd	?
ZIMMER	dumb and dumberer: when harry met lloyd	?
BARON	dune	?
DUKE LETO	dune	?
EMPEROR	dune	?
GURNEY	dune	?
JESSICA	dune	?
KYNES	dune	?
MAPES	dune	?
NAVIGATOR	dune	?
PAUL	dune	m
PITER	dune	?
REVEREND MOTHER	dune	f
STILGAR	dune	?
THUFIR	dune	?
BELA	ed wood	m
BUNNY	ed wood	?
CAMERAMAN BILL	ed wood	?
CONRAD	ed wood	?
CRISWELL	ed wood	?
DOCTOR	ed wood	?
DOLORES	ed wood	f
ED	ed wood	m
ED'S VOICE	ed wood	?
GEORGIE	ed wood	m
HOST	ed wood	?
KATHY	ed wood	f
LORETTA	ed wood	?
MR. FELDMAN	ed wood	?
NORMA	ed wood	?
ORSON WELLES	ed wood	?
PAUL MARCO	ed wood	?
REVEREND LEMON	ed wood	?
REYNOLDS	ed wood	m
RUDE BOSS	ed wood	?
TOR	ed wood	m
VAMPIRA	ed wood	?
AL	edtv	m
BARRY	edtv	?
CYNTHIA	edtv	f
DR. GELLER	edtv	?
ED	edtv	m
FELICIA	edtv	?
HANK	edtv	?
JEANETTE	edtv	f
JILL	edtv	?
JOHN	edtv	m
LOU	edtv	?
MARCIA	edtv	?
MR. SCHARLACH	edtv	?
RAY	edtv	m
RITA	edtv	?
SCHARLACH	edtv	?
SHARI	edtv	f
TAD	edtv	?
WOMAN	edtv	?
CLASS	election	?
DAVE	election	?
DIANE	election	?
DICK	election	?
JIM	election	m
JO	election	?
LARRY	election	?
LISA	election	?
MISS BEEDER	election	?
MS. HOY	election	?
PAUL	election	?
SHERRY	election	f
TAMMY	election	?
TRACY	election	f
WALT	election	?
BOXER	l.a. confidential	?
BUD	l.a. confidential	m
CHIEF	l.a. confidential	?
CLERK	l.a. confidential	?
COATES	l.a. confidential	?
COHEN	l.a. confidential	?
DUDLEY	l.a. confidential	m
EXLEY	l.a. confidential	m
HUDGEONS	l.a. confidential	m
JACK	l.a. confidential	m
LOEW	l.a. confidential	?
LYNN	l.a. confidential	f
MRS. LEFFERTS	l.a. confidential	?
OPERATOR	l.a. confidential	?
PATCHETT	l.a. confidential	m
PINKER	l.a. confidential	?
REYNOLDS	l.a. confidential	?
STENSLAND	l.a. confidential	?
STOMPANATO	l.a. confidential	?
VICE CAPTAIN	l.a. confidential	?
YOUNG OFFICER	l.a. confidential	?
"BRILL"	enemy of the state	?
ALBERT	enemy of the state	?
ALFONSO	enemy of the state	?
BLAKE	enemy of the state	?
BRILL	enemy of the state	m
DEAN	enemy of the state	m
DEPINTO	enemy of the state	?
DESK CLERK	enemy of the state	?
DYLAN	enemy of the state	?
ERIC	enemy of the state	m
FIEDLER	enemy of the state	?
FRANKIE	enemy of the state	?
HAMERSLEY	enemy of the state	?
HICKS	enemy of the state	m
JENNY	enemy of the state	?
JERRY	enemy of the state	m
L.T.	enemy of the state	?
LEVIN	enemy of the state	?
MAN	enemy of the state	?
MAN'S VOICE	enemy of the state	?
MARSHAL	enemy of the state	?
MEG	enemy of the state	?
MORELOS	enemy of the state	?
PATRICK	enemy of the state	?
PRATT	enemy of the state	?
RACHEL	enemy of the state	f
REYNOLDS	enemy of the state	m
SAL	enemy of the state	?
SALES CLERK	enemy of the state	f
SENATOR ALBERT	enemy of the state	?
SHAFFER	enemy of the state	?
SILVERBERG	enemy of the state	?
STACY	enemy of the state	?
WAITER	enemy of the state	?
ZAVITZ	enemy of the state	?
ALM�SY	the english patient	m
BOY	the english patient	?
CARAVAGGIO	the english patient	m
CLIFTON	the english patient	?
CORPORAL	the english patient	?
HANA	the english patient	f
HARDY	the english patient	?
JAN	the english patient	?
KATHARINE	the english patient	f
KIP	the english patient	m
LADY HAMPTON	the english patient	?
MADOX	the english patient	m
M�LLER	the english patient	?
OFFICER	the english patient	?
OLIVER	the english patient	?
STUART	the english patient	?
THE PATIENT	the english patient	m
CRUZ	entrapment	m
GIN	entrapment	f
MAC	entrapment	m
QUI	entrapment	?
THIBADEAUX	entrapment	m
ANNA	erin brockovich	?
BAUM	erin brockovich	?
BRENDA	erin brockovich	?
DEFENDING LAWYER	erin brockovich	?
DOCTOR	erin brockovich	?
DONNA	erin brockovich	f
ED	erin brockovich	m
EMBRY	erin brockovich	?
ERIN	erin brockovich	f
FRANKEL	erin brockovich	?
GEORGE	erin brockovich	m
JANE	erin brockovich	?
KATIE	erin brockovich	?
LAURA	erin brockovich	?
MANDY	erin brockovich	?
MATTHEW	erin brockovich	?
MRS. MORALES	erin brockovich	?
PAULSEN	erin brockovich	?
POTTER	erin brockovich	?
ROSALIND	erin brockovich	?
ROSS	erin brockovich	?
THERESA	erin brockovich	?
ADMIRAL	star wars: the empire strikes back	?
ADMIRAL PIETT	star wars: the empire strikes back	?
BEN	star wars: the empire strikes back	?
CHEWIE	star wars: the empire strikes back	?
CREATURE	star wars: the empire strikes back	?
DECK SERGEANT	star wars: the empire strikes back	?
EMPEROR	star wars: the empire strikes back	?
HAN	star wars: the empire strikes back	m
LANDO	star wars: the empire strikes back	m
LEIA	star wars: the empire strikes back	f
LUKE	star wars: the empire strikes back	m
PIETT	star wars: the empire strikes back	?
RIEEKAN	star wars: the empire strikes back	?
THREEPIO	star wars: the empire strikes back	?
VADER	star wars: the empire strikes back	?
YODA	star wars: the empire strikes back	m
AIDE	escape from the planet of the apes	?
COLONEL	escape from the planet of the apes	?
CORNELIUS	escape from the planet of the apes	?
LEWIS	escape from the planet of the apes	?
MILO	escape from the planet of the apes	?
STEVIE	escape from the planet of the apes	?
ZIRA	escape from the planet of the apes	?
BRAZEN	escape from l.a.	?
CUERVO JONES	escape from l.a.	?
HERSHE	escape from l.a.	?
MALLOY	escape from l.a.	m
MAP TO THE STARS EDDIE	escape from l.a.	m
PENDEJO BOB	escape from l.a.	?
PIPELINE	escape from l.a.	?
PLISSKEN	escape from l.a.	m
PRESIDENT	escape from l.a.	?
SPINAL	escape from l.a.	?
TASLIMA	escape from l.a.	?
UTOPIA	escape from l.a.	?
ARTHUR	excalibur	m
FIGURE	excalibur	?
GUENEVERE	excalibur	?
KAY	excalibur	?
LANCELOT	excalibur	m
MERLIN	excalibur	m
MORDRED	excalibur	?
MORGANA	excalibur	?
PERCEVAL	excalibur	?
SIR ECTOR	excalibur	?
UTHER	excalibur	?
BURKE	the exorcist	?
CARDINAL	the exorcist	?
CHRIS	the exorcist	f
CLINIC DIRECTOR	the exorcist	?
DR. KLEIN	the exorcist	m
DR. TANNEY	the exorcist	?
FATHER DYER	the exorcist	?
KARL	the exorcist	?
KARRAS	the exorcist	m
KINDERMAN	the exorcist	m
MERRIN	the exorcist	m
MRS.KARRAS	the exorcist	?
NURSE	the exorcist	?
PRESIDENT	the exorcist	?
PSYCHIATRIST	the exorcist	?
REGAN	the exorcist	f
REGAN/DEMON	the exorcist	?
SHARON	the exorcist	f
UNCLE	the exorcist	?
WILLIE	the exorcist	?
BUD	the fabulous baker boys	?
CHARLIE	the fabulous baker boys	?
DONNA	the fabulous baker boys	?
DR. BEASLEY	the fabulous baker boys	?
EARL	the fabulous baker boys	?
FRANK	the fabulous baker boys	m
GIRL	the fabulous baker boys	?
HELEN	the fabulous baker boys	?
JACK	the fabulous baker boys	m
KID	the fabulous baker boys	?
LLOYD	the fabulous baker boys	?
MONICA	the fabulous baker boys	?
MR. DANIELS	the fabulous baker boys	?
MRS.  BAKER	the fabulous baker boys	?
MRS. BAKER	the fabulous baker boys	?
NICK	the fabulous baker boys	?
NINA	the fabulous baker boys	f
SUSIE	the fabulous baker boys	f
TOMMY	the fabulous baker boys	?
WILLIE	the fabulous baker boys	?
WOMAN	the fabulous baker boys	?
ARCHER	face/off	m
BUZZ	face/off	?
CASTOR	face/off	m
DIETRICH	face/off	?
DR. GARDNER	face/off	?
EVE	face/off	f
JAMIE	face/off	?
KIMBERLY	face/off	?
LAZARRO	face/off	?
POLLUX	face/off	?
SASHA	face/off	?
TITO	face/off	?
WALTON	face/off	?
WANDA	face/off	?
WAXY	face/off	?
ADELLE	the family man	?
ALAN	the family man	m
ANNIE	the family man	f
ARNIE	the family man	m
BIG ED	the family man	?
CASH	the family man	m
EVELYN	the family man	?
FRANK	the family man	?
JACK	the family man	m
KATE	the family man	f
KENNY	the family man	?
LASSITER	the family man	?
LORI	the family man	?
MAN	the family man	?
MRS. PETERSON	the family man	?
PAULA	the family man	?
SAM WONG	the family man	?
TONY THE DOORMAN	the family man	?
ALICIA	the fantastic four	?
BEN	the fantastic four	m
DEBBIE	the fantastic four	?
DOCTOR	the fantastic four	?
JOHNNY	the fantastic four	m
LEONARD	the fantastic four	?
REED	the fantastic four	m
SEXY NURSE	the fantastic four	?
SUE	the fantastic four	f
THE THING	the fantastic four	?
VICTOR	the fantastic four	m
CARTER	fantastic voyage	m
CORA	fantastic voyage	f
DUVAL	fantastic voyage	m
GRANT	fantastic voyage	m
MAN	fantastic voyage	?
MICHAELS	fantastic voyage	m
MICHAELS' VOICE	fantastic voyage	?
OWENS	fantastic voyage	?
OWENS' VOICE	fantastic voyage	?
REID	fantastic voyage	m
ATTENDANT	fargo	?
CARL	fargo	m
CUSTOMER	fargo	?
DETECTIVE SIBERT	fargo	?
GARY	fargo	?
GRIMSRUD	fargo	m
HOOKER ONE	fargo	?
HOOKER TWO	fargo	?
JEAN	fargo	?
JERRY	fargo	m
LOU	fargo	m
MAN	fargo	?
MARGE	fargo	f
MIKE	fargo	m
NORM	fargo	m
SALESMAN	fargo	?
SCOTT	fargo	?
SCOTT'S VOICE	fargo	?
SHEP	fargo	?
STAN	fargo	?
TROOPER	fargo	?
VOICE	fargo	m
WADE	fargo	m
WOMAN	fargo	?
YOUNGER MAN	fargo	?
ANGEL FACE	fight club	?
BANDAGED PROPRIETOR	fight club	?
BOB	fight club	?
BOSS	fight club	?
DETECTIVE STERN	fight club	?
INTERN	fight club	?
JACK	fight club	m
LEADER	fight club	?
LOU	fight club	?
MARLA	fight club	f
RAYMOND	fight club	?
RICKY	fight club	?
SECURITY TFM	fight club	?
TYLER	fight club	m
TYLER'S VOICE	fight club	?
VOICE	fight club	?
WOUNDED BARTENDER	fight club	?
CLEAR	final destination 2	f
DANO	final destination 2	?
DETECTIVE SUBY	final destination 2	?
EUGENE	final destination 2	?
FRANKIE	final destination 2	?
ISABELLA	final destination 2	?
JORGE	final destination 2	?
KAT	final destination 2	?
KIMBERLY	final destination 2	f
MR. BURROUGHS	final destination 2	?
NORA	final destination 2	?
RORY	final destination 2	?
SHAINA	final destination 2	?
STEVE	final destination 2	?
THOMAS	final destination 2	m
